 Country , Year , IMF based exchange rate , Population , Currency ,  Per capita GNI  ,  Exports of goods and services  ,  Final consumption expenditure  , Gross National Income(GNI) in USD ,  Gross Domestic Product (GDP)  
 Eritrea ,2000,9.625USD,23.9M, Nakfa , $0.3K , $.68M , $.89B ,$.71B, $.71B 
 Eritrea ,2001,11.309USD,24.6M, Nakfa , $0.3K , $.81M , $.87B ,$.75B, $.75B 
 Eritrea ,2002,13.958USD,25.5M, Nakfa , $0.3K , $.86M , $.90B ,$.72B, $.73B 
 Eritrea ,2003,13.878USD,26.5M, Nakfa , $0.3K , $.56M , $1.17B ,$.86B, $.87B 
 Eritrea ,2004,13.788USD,27.6M, Nakfa , $0.4K , $.64M , $1.48B ,$1.09B, $1.11B 
 Eritrea ,2005,15.368USD,28.3M, Nakfa , $0.4K , $.68M , $1.41B ,$1.09B, $1.10B 
 Eritrea ,2006,15.375USD,28.8M, Nakfa , $0.3K , $.84M , $1.16B ,$.93B, $.94B 
 Eritrea ,2007,15.375USD,29.3M, Nakfa , $0.3K , $.76M , $1.16B ,$1.01B, $1.02B 
 Eritrea ,2008,15.375USD,30.1M, Nakfa , $0.3K , $.61M , $1.05B ,$.91B, $.92B 
 Eritrea ,2009,15.375USD,30.8M, Nakfa , $0.4K , $.84M , $1.49B ,$1.29B, $1.30B 
 Eritrea ,2010,15.375USD,31.5M, Nakfa , $0.5K , $1.01M , $1.71B ,$1.57B, $1.59B 
 Eritrea ,2011,15.375USD,32.1M, Nakfa , $0.6K , $6.04M , $1.74B ,$2.04B, $2.07B 
 Eritrea ,2012,15.375USD,32.5M, Nakfa , $0.7K , $6.41M , $1.93B ,$2.23B, $2.25B 
 Eritrea ,2013,15.375USD,33.0M, Nakfa , $0.6K , $2.82M , $2.00B ,$1.94B, $1.96B 
 Eritrea ,2014,15.375USD,33.2M, Nakfa , $0.8K , $7.98M , $2.27B ,$2.57B, $2.60B 
 Eritrea ,2015,15.375USD,33.4M, Nakfa , $0.6K , $6.33M , $1.71B ,$1.99B, $2.01B 
 Eritrea ,2016,15.350USD,33.7M, Nakfa , $0.6K , $4.57M , $2.01B ,$2.15B, $2.17B 
 Eritrea ,2017,15.075USD,34.0M, Nakfa , $0.6K , $6.04M , $1.62B ,$1.88B, $1.90B 
 Eritrea ,2018,15.075USD,34.5M, Nakfa , $0.6K , $6.58M , $1.86B ,$1.98B, $2.01B 
 Eritrea ,2019,15.075USD,35.0M, Nakfa , $0.6K , $6.25M , $1.86B ,$1.96B, $1.98B 
 Eritrea ,2020,15.075USD,35.6M, Nakfa , $0.6K , $5.91M , $1.91B ,$2.06B, $2.08B 
 Eritrea ,2021,15.075USD,36.2M, Nakfa , $0.6K , $6.97M , $2.09B ,$2.23B, $2.26B 
 Estonia ,1990,0.004USD,15.7M, Euro , $3.6K , $23.75M , $4.39B ,$5.66B, $5.66B 
 Estonia ,1991,0.011USD,15.7M, Euro , $3.4K , $17.37M , $3.70B ,$5.38B, $5.38B 
 Estonia ,1992,0.749USD,15.4M, Euro , $2.9K , $24.32M , $2.85B ,$4.45B, $4.34B 
 Estonia ,1993,0.845USD,15.0M, Euro , $2.7K , $26.68M , $3.15B ,$4.11B, $4.19B 
 Estonia ,1994,0.830USD,14.8M, Euro , $2.8K , $28.88M , $3.38B ,$4.14B, $4.19B 
 Estonia ,1995,0.733USD,14.5M, Euro , $3.1K , $29.50M , $3.60B ,$4.48B, $4.48B 
 Estonia ,1996,0.769USD,14.3M, Euro , $3.3K , $29.31M , $3.85B ,$4.78B, $4.78B 
 Estonia ,1997,0.887USD,14.2M, Euro , $3.5K , $36.28M , $4.04B ,$5.01B, $5.15B 
 Estonia ,1998,0.900USD,14.1M, Euro , $4.0K , $41.75M , $4.43B ,$5.58B, $5.67B 
 Estonia ,1999,0.938USD,14.0M, Euro , $4.0K , $40.27M , $4.50B ,$5.66B, $5.76B 
 Estonia ,2000,1.084USD,14.0M, Euro , $3.9K , $35.07M , $4.21B ,$5.48B, $5.69B 
 Estonia ,2001,1.117USD,13.9M, Euro , $4.3K , $38.31M , $4.59B ,$5.97B, $6.25B 
 Estonia ,2002,1.062USD,13.8M, Euro , $5.1K , $42.70M , $5.42B ,$7.04B, $7.37B 
 Estonia ,2003,0.886USD,13.7M, Euro , $6.8K , $56.44M , $7.22B ,$9.35B, $9.87B 
 Estonia ,2004,0.805USD,13.6M, Euro , $8.5K , $74.19M , $8.84B ,$11.56B, $12.15B 
 Estonia ,2005,0.804USD,13.5M, Euro , $10.0K , $92.29M , $10.04B ,$13.58B, $14.10B 
 Estonia ,2006,0.797USD,13.5M, Euro , $12.0K , $107.75M , $11.92B ,$16.19B, $17.03B 
 Estonia ,2007,0.731USD,13.4M, Euro , $15.7K , $140.50M , $15.33B ,$20.99B, $22.44B 
 Estonia ,2008,0.683USD,13.4M, Euro , $17.2K , $161.42M , $17.44B ,$23.04B, $24.31B 
 Estonia ,2009,0.719USD,13.3M, Euro , $14.3K , $119.55M , $14.51B ,$19.04B, $19.64B 
 Estonia ,2010,0.755USD,13.3M, Euro , $13.9K , $146.61M , $14.06B ,$18.48B, $19.54B 
 Estonia ,2011,0.719USD,13.3M, Euro , $16.6K , $200.78M , $15.91B ,$22.00B, $23.18B 
 Estonia ,2012,0.778USD,13.2M, Euro , $16.7K , $198.45M , $15.88B ,$22.07B, $23.02B 
 Estonia ,2013,0.753USD,13.2M, Euro , $18.6K , $212.34M , $17.60B ,$24.50B, $25.11B 
 Estonia ,2014,0.754USD,13.1M, Euro , $19.7K , $217.75M , $18.45B ,$25.84B, $26.60B 
 Estonia ,2015,0.902USD,13.1M, Euro , $17.0K , $177.18M , $16.24B ,$22.38B, $22.88B 
 Estonia ,2016,0.904USD,13.2M, Euro , $17.9K , $185.25M , $17.13B ,$23.52B, $24.06B 
 Estonia ,2017,0.885USD,13.2M, Euro , $19.9K , $204.11M , $18.71B ,$26.26B, $26.92B 
 Estonia ,2018,0.847USD,13.2M, Euro , $22.7K , $227.61M , $21.21B ,$29.98B, $30.62B 
 Estonia ,2019,0.893USD,13.3M, Euro , $23.0K , $229.65M , $21.66B ,$30.50B, $31.08B 
 Estonia ,2020,0.876USD,13.3M, Euro , $23.3K , $217.31M , $22.11B ,$31.02B, $31.37B 
 Estonia ,2021,0.845USD,13.3M, Euro , $27.5K , $291.19M , $25.27B ,$36.55B, $37.19B 
 Fiji ,1970,0.871USD,5.3M, Fiji Dollar , $0.4K , $1.09M , $.16B ,$.21B, $.22B 
 Fiji ,1971,0.859USD,5.4M, Fiji Dollar , $0.4K , $1.26M , $.18B ,$.24B, $.25B 
 Fiji ,1972,0.825USD,5.5M, Fiji Dollar , $0.6K , $1.49M , $.24B ,$.31B, $.32B 
 Fiji ,1973,0.794USD,5.6M, Fiji Dollar , $0.8K , $1.97M , $.34B ,$.42B, $.43B 
 Fiji ,1974,0.806USD,5.7M, Fiji Dollar , $1.0K , $2.81M , $.43B ,$.56B, $.56B 
 Fiji ,1975,0.822USD,5.8M, Fiji Dollar , $1.2K , $3.02M , $.48B ,$.67B, $.68B 
 Fiji ,1976,0.898USD,5.9M, Fiji Dollar , $1.2K , $2.68M , $.51B ,$.68B, $.70B 
 Fiji ,1977,0.917USD,6.0M, Fiji Dollar , $1.1K , $3.24M , $.50B ,$.69B, $.72B 
 Fiji ,1978,0.847USD,6.1M, Fiji Dollar , $1.3K , $3.59M , $.61B ,$.80B, $.83B 
 Fiji ,1979,0.836USD,6.3M, Fiji Dollar , $1.5K , $4.66M , $.74B ,$.97B, $1.02B 
 Fiji ,1980,0.818USD,6.4M, Fiji Dollar , $1.8K , $5.84M , $.87B ,$1.15B, $1.20B 
 Fiji ,1981,0.855USD,6.6M, Fiji Dollar , $1.8K , $5.32M , $.98B ,$1.19B, $1.24B 
 Fiji ,1982,0.932USD,6.8M, Fiji Dollar , $1.7K , $5.16M , $.96B ,$1.13B, $1.19B 
 Fiji ,1983,1.017USD,6.9M, Fiji Dollar , $1.5K , $4.90M , $.95B ,$1.07B, $1.12B 
 Fiji ,1984,1.083USD,7.1M, Fiji Dollar , $1.6K , $5.05M , $.97B ,$1.13B, $1.18B 
 Fiji ,1985,1.154USD,7.3M, Fiji Dollar , $1.5K , $5.06M , $.93B ,$1.09B, $1.14B 
 Fiji ,1986,1.133USD,7.4M, Fiji Dollar , $1.7K , $5.38M , $1.02B ,$1.24B, $1.29B 
 Fiji ,1987,1.244USD,7.5M, Fiji Dollar , $1.5K , $5.34M , $.96B ,$1.12B, $1.18B 
 Fiji ,1988,1.430USD,7.6M, Fiji Dollar , $1.4K , $6.26M , $.92B ,$1.07B, $1.11B 
 Fiji ,1989,1.483USD,7.7M, Fiji Dollar , $1.5K , $7.41M , $1.01B ,$1.14B, $1.18B 
 Fiji ,1990,1.481USD,7.8M, Fiji Dollar , $1.7K , $8.34M , $1.21B ,$1.29B, $1.34B 
 Fiji ,1991,1.476USD,7.8M, Fiji Dollar , $1.7K , $7.93M , $1.22B ,$1.34B, $1.38B 
 Fiji ,1992,1.503USD,7.9M, Fiji Dollar , $1.9K , $7.95M , $1.37B ,$1.48B, $1.53B 
 Fiji ,1993,1.542USD,7.9M, Fiji Dollar , $2.0K , $8.57M , $1.46B ,$1.58B, $1.64B 
 Fiji ,1994,1.464USD,7.9M, Fiji Dollar , $2.2K , $10.30M , $1.60B ,$1.74B, $1.83B 
 Fiji ,1995,1.406USD,7.9M, Fiji Dollar , $2.4K , $10.89M , $1.74B ,$1.90B, $1.97B 
 Fiji ,1996,1.403USD,8.0M, Fiji Dollar , $2.6K , $13.38M , $1.67B ,$2.07B, $2.13B 
 Fiji ,1997,1.444USD,8.0M, Fiji Dollar , $2.5K , $12.78M , $1.64B ,$2.02B, $2.09B 
 Fiji ,1998,1.987USD,8.1M, Fiji Dollar , $1.9K , $10.07M , $1.16B ,$1.57B, $1.65B 
 Fiji ,1999,1.970USD,8.2M, Fiji Dollar , $2.2K , $11.85M , $1.43B ,$1.85B, $1.94B 
 Fiji ,2000,2.129USD,8.3M, Fiji Dollar , $2.0K , $10.97M , $1.42B ,$1.70B, $1.68B 
 Fiji ,2001,2.277USD,8.4M, Fiji Dollar , $1.9K , $10.07M , $1.45B ,$1.64B, $1.65B 
 Fiji ,2002,2.187USD,8.5M, Fiji Dollar , $2.2K , $11.33M , $1.45B ,$1.84B, $1.83B 
 Fiji ,2003,1.896USD,8.6M, Fiji Dollar , $2.7K , $13.87M , $1.86B ,$2.29B, $2.30B 
 Fiji ,2004,1.733USD,8.7M, Fiji Dollar , $3.1K , $14.68M , $2.39B ,$2.70B, $2.71B 
 Fiji ,2005,1.691USD,8.7M, Fiji Dollar , $3.3K , $16.12M , $2.67B ,$2.92B, $2.98B 
 Fiji ,2006,1.731USD,8.8M, Fiji Dollar , $3.4K , $15.41M , $3.03B ,$2.97B, $3.08B 
 Fiji ,2007,1.610USD,8.9M, Fiji Dollar , $3.7K , $16.42M , $3.25B ,$3.29B, $3.38B 
 Fiji ,2008,1.594USD,9.0M, Fiji Dollar , $3.8K , $20.13M , $3.29B ,$3.44B, $3.52B 
 Fiji ,2009,1.956USD,9.0M, Fiji Dollar , $3.2K , $14.19M , $2.62B ,$2.86B, $2.87B 
 Fiji ,2010,1.918USD,9.1M, Fiji Dollar , $3.4K , $18.04M , $2.75B ,$3.04B, $3.14B 
 Fiji ,2011,1.793USD,9.1M, Fiji Dollar , $4.0K , $22.38M , $3.21B ,$3.66B, $3.77B 
 Fiji ,2012,1.790USD,9.1M, Fiji Dollar , $4.2K , $24.27M , $3.41B ,$3.83B, $3.97B 
 Fiji ,2013,1.841USD,9.1M, Fiji Dollar , $4.5K , $23.83M , $3.56B ,$4.11B, $4.19B 
 Fiji ,2014,1.887USD,9.2M, Fiji Dollar , $5.1K , $25.42M , $4.14B ,$4.63B, $4.86B 
 Fiji ,2015,2.098USD,9.2M, Fiji Dollar , $4.8K , $22.87M , $3.80B ,$4.40B, $4.68B 
 Fiji ,2016,2.095USD,9.2M, Fiji Dollar , $5.1K , $23.00M , $4.08B ,$4.66B, $4.93B 
 Fiji ,2017,2.067USD,9.2M, Fiji Dollar , $5.4K , $24.63M , $4.47B ,$4.93B, $5.35B 
 Fiji ,2018,2.087USD,9.2M, Fiji Dollar , $5.7K , $26.65M , $4.84B ,$5.22B, $5.58B 
 Fiji ,2019,2.160USD,9.2M, Fiji Dollar , $5.5K , $26.38M , $4.99B ,$5.03B, $5.48B 
 Fiji ,2020,2.169USD,9.2M, Fiji Dollar , $4.6K , $12.34M , $4.49B ,$4.20B, $4.48B 
 Fiji ,2021,2.071USD,9.2M, Fiji Dollar , $4.4K , $11.73M , $4.62B ,$4.05B, $4.30B 
 Finland ,1970,0.706USD,46.1M, Euro , $2.4K , $27.11M , $7.78B ,$11.21B, $11.30B 
 Finland ,1971,0.704USD,46.1M, Euro , $2.7K , $28.27M , $8.58B ,$12.36B, $12.47B 
 Finland ,1972,0.697USD,46.4M, Euro , $3.1K , $34.87M , $10.18B ,$14.53B, $14.67B 
 Finland ,1973,0.643USD,46.7M, Euro , $4.1K , $45.96M , $13.14B ,$19.18B, $19.38B 
 Finland ,1974,0.635USD,46.9M, Euro , $5.2K , $63.81M , $16.38B ,$24.47B, $24.73B 
 Finland ,1975,0.619USD,47.1M, Euro , $6.1K , $65.23M , $20.51B ,$28.94B, $29.33B 
 Finland ,1976,0.650USD,47.3M, Euro , $6.6K , $74.99M , $22.61B ,$31.25B, $31.70B 
 Finland ,1977,0.678USD,47.4M, Euro , $6.9K , $89.95M , $24.12B ,$32.79B, $33.37B 
 Finland ,1978,0.692USD,47.5M, Euro , $7.5K , $101.01M , $26.02B ,$35.56B, $36.18B 
 Finland ,1979,0.655USD,47.6M, Euro , $9.2K , $131.51M , $31.25B ,$43.68B, $44.35B 
 Finland ,1980,0.627USD,47.8M, Euro , $11.1K , $165.36M , $37.34B ,$52.82B, $53.65B 
 Finland ,1981,0.726USD,48.0M, Euro , $10.7K , $164.10M , $36.79B ,$51.38B, $52.45B 
 Finland ,1982,0.811USD,48.3M, Euro , $10.7K , $152.44M , $37.60B ,$51.56B, $52.80B 
 Finland ,1983,0.937USD,48.6M, Euro , $10.3K , $146.31M , $36.38B ,$49.78B, $50.97B 
 Finland ,1984,1.011USD,48.8M, Euro , $10.6K , $155.94M , $37.41B ,$51.73B, $52.89B 
 Finland ,1985,1.042USD,49.0M, Euro , $11.2K , $156.39M , $40.10B ,$54.80B, $55.88B 
 Finland ,1986,0.853USD,49.2M, Euro , $14.7K , $188.58M , $53.01B ,$72.18B, $73.53B 
 Finland ,1987,0.739USD,49.3M, Euro , $18.2K , $228.98M , $66.37B ,$89.87B, $91.60B 
 Finland ,1988,0.704USD,49.5M, Euro , $21.7K , $260.71M , $76.79B ,$107.00B, $109.00B 
 Finland ,1989,0.722USD,49.6M, Euro , $23.4K , $273.99M , $82.93B ,$116.00B, $119.00B 
 Finland ,1990,0.643USD,49.9M, Euro , $27.6K , $313.25M , $100.00B ,$137.00B, $141.00B 
 Finland ,1991,0.680USD,50.1M, Euro , $24.5K , $271.75M , $98.49B ,$123.00B, $128.00B 
 Finland ,1992,0.753USD,50.4M, Euro , $21.2K , $287.46M , $88.10B ,$107.00B, $113.00B 
 Finland ,1993,0.961USD,50.7M, Euro , $16.6K , $279.95M , $68.85B ,$84.26B, $89.21B 
 Finland ,1994,0.879USD,50.9M, Euro , $19.4K , $351.58M , $77.42B ,$98.85B, $103.00B 
 Finland ,1995,0.734USD,51.1M, Euro , $25.5K , $479.92M , $97.76B ,$130.00B, $134.00B 
 Finland ,1996,0.773USD,51.2M, Euro , $25.2K , $479.90M , $97.39B ,$129.00B, $132.00B 
 Finland ,1997,0.873USD,51.4M, Euro , $24.3K , $479.42M , $90.62B ,$125.00B, $127.00B 
 Finland ,1998,0.899USD,51.5M, Euro , $25.5K , $501.82M , $93.37B ,$131.00B, $134.00B 
 Finland ,1999,0.939USD,51.7M, Euro , $25.9K , $508.47M , $93.44B ,$134.00B, $135.00B 
 Finland ,2000,1.085USD,51.8M, Euro , $24.1K , $528.36M , $84.90B ,$125.00B, $126.00B 
 Finland ,2001,1.118USD,51.9M, Euro , $24.9K , $514.63M , $87.33B ,$129.00B, $129.00B 
 Finland ,2002,1.063USD,52.0M, Euro , $27.0K , $546.89M , $96.26B ,$140.00B, $140.00B 
 Finland ,2003,0.886USD,52.1M, Euro , $32.7K , $639.19M , $121.00B ,$170.00B, $171.00B 
 Finland ,2004,0.805USD,52.3M, Euro , $38.0K , $761.21M , $139.00B ,$199.00B, $197.00B 
 Finland ,2005,0.804USD,52.5M, Euro , $39.2K , $824.81M , $146.00B ,$206.00B, $205.00B 
 Finland ,2006,0.797USD,52.7M, Euro , $41.6K , $934.26M , $154.00B ,$219.00B, $217.00B 
 Finland ,2007,0.731USD,52.9M, Euro , $48.6K , $1120.00M , $178.00B ,$257.00B, $256.00B 
 Finland ,2008,0.683USD,53.1M, Euro , $53.6K , $1280.00M , $202.00B ,$285.00B, $285.00B 
 Finland ,2009,0.720USD,53.4M, Euro , $47.9K , $910.98M , $192.00B ,$256.00B, $252.00B 
 Finland ,2010,0.755USD,53.6M, Euro , $47.1K , $957.21M , $190.00B ,$252.00B, $249.00B 
 Finland ,2011,0.719USD,53.9M, Euro , $51.3K , $1070.00M , $211.00B ,$276.00B, $275.00B 
 Finland ,2012,0.778USD,54.1M, Euro , $47.9K , $1000.00M , $202.00B ,$260.00B, $258.00B 
 Finland ,2013,0.753USD,54.4M, Euro , $50.1K , $1030.00M , $214.00B ,$272.00B, $271.00B 
 Finland ,2014,0.754USD,54.6M, Euro , $50.8K , $1000.00M , $217.00B ,$277.00B, $274.00B 
 Finland ,2015,0.902USD,54.8M, Euro , $43.2K , $830.08M , $185.00B ,$237.00B, $234.00B 
 Finland ,2016,0.904USD,55.0M, Euro , $44.0K , $837.57M , $188.00B ,$242.00B, $241.00B 
 Finland ,2017,0.885USD,55.1M, Euro , $46.4K , $959.95M , $194.00B ,$256.00B, $256.00B 
 Finland ,2018,0.847USD,55.2M, Euro , $50.2K , $1060.00M , $210.00B ,$277.00B, $276.00B 
 Finland ,2019,0.893USD,55.2M, Euro , $48.9K , $1070.00M , $203.00B ,$270.00B, $269.00B 
 Finland ,2020,0.876USD,55.3M, Euro , $50.0K , $976.74M , $205.00B ,$276.00B, $272.00B 
 Finland ,2021,0.845USD,55.4M, Euro , $54.7K , $1170.00M , $224.00B ,$303.00B, $297.00B 
 France ,1970,0.847USD,517.2M, Euro , $2.9K , $237.24M , $106.00B ,$149.00B, $148.00B 
 France ,1971,0.845USD,521.9M, Euro , $3.2K , $273.55M , $119.00B ,$167.00B, $166.00B 
 France ,1972,0.769USD,526.4M, Euro , $3.9K , $338.25M , $146.00B ,$204.00B, $203.00B 
 France ,1973,0.679USD,530.5M, Euro , $5.0K , $463.39M , $188.00B ,$265.00B, $264.00B 
 France ,1974,0.733USD,534.2M, Euro , $5.4K , $589.09M , $206.00B ,$286.00B, $286.00B 
 France ,1975,0.654USD,537.2M, Euro , $6.7K , $679.59M , $268.00B ,$362.00B, $361.00B 
 France ,1976,0.732USD,539.7M, Euro , $6.9K , $719.89M , $277.00B ,$373.00B, $372.00B 
 France ,1977,0.748USD,542.2M, Euro , $7.6K , $830.15M , $306.00B ,$411.00B, $410.00B 
 France ,1978,0.688USD,544.9M, Euro , $9.3K , $1030.00M , $378.00B ,$508.00B, $507.00B 
 France ,1979,0.649USD,547.5M, Euro , $11.3K , $1270.00M , $459.00B ,$617.00B, $614.00B 
 France ,1980,0.644USD,550.5M, Euro , $12.8K , $1470.00M , $532.00B ,$706.00B, $701.00B 
 France ,1981,0.829USD,553.7M, Euro , $11.2K , $1350.00M , $480.00B ,$619.00B, $616.00B 
 France ,1982,1.002USD,556.9M, Euro , $10.5K , $1250.00M , $460.00B ,$586.00B, $585.00B 
 France ,1983,1.162USD,559.9M, Euro , $10.0K , $1260.00M , $440.00B ,$558.00B, $560.00B 
 France ,1984,1.332USD,562.8M, Euro , $9.4K , $1260.00M , $417.00B ,$527.00B, $531.00B 
 France ,1985,1.370USD,565.7M, Euro , $9.8K , $1290.00M , $438.00B ,$552.00B, $553.00B 
 France ,1986,1.056USD,568.7M, Euro , $13.6K , $1570.00M , $605.00B ,$775.00B, $771.00B 
 France ,1987,0.916USD,571.7M, Euro , $16.5K , $1830.00M , $736.00B ,$942.00B, $934.00B 
 France ,1988,0.908USD,574.7M, Euro , $17.8K , $2070.00M , $788.00B ,$1030.00B, $1020.00B 
 France ,1989,0.973USD,577.7M, Euro , $17.8K , $2220.00M , $783.00B ,$1030.00B, $1030.00B 
 France ,1990,0.830USD,580.4M, Euro , $21.9K , $2660.00M , $969.00B ,$1270.00B, $1270.00B 
 France ,1991,0.860USD,583.1M, Euro , $21.8K , $2710.00M , $974.00B ,$1270.00B, $1270.00B 
 France ,1992,0.807USD,585.7M, Euro , $24.0K , $2990.00M , $1080.00B ,$1410.00B, $1400.00B 
 France ,1993,0.863USD,587.9M, Euro , $22.6K , $2750.00M , $1040.00B ,$1330.00B, $1320.00B 
 France ,1994,0.846USD,590.1M, Euro , $23.7K , $3020.00M , $1090.00B ,$1400.00B, $1390.00B 
 France ,1995,0.761USD,592.3M, Euro , $27.1K , $3620.00M , $1250.00B ,$1610.00B, $1600.00B 
 France ,1996,0.780USD,594.7M, Euro , $27.2K , $3700.00M , $1260.00B ,$1620.00B, $1610.00B 
 France ,1997,0.890USD,597.2M, Euro , $24.6K , $3710.00M , $1130.00B ,$1470.00B, $1450.00B 
 France ,1998,0.899USD,600.0M, Euro , $25.4K , $3930.00M , $1150.00B ,$1520.00B, $1500.00B 
 France ,1999,0.939USD,603.0M, Euro , $25.2K , $3890.00M , $1140.00B ,$1520.00B, $1490.00B 
 France ,2000,1.085USD,606.3M, Euro , $22.8K , $3900.00M , $1040.00B ,$1380.00B, $1360.00B 
 France ,2001,1.118USD,610.0M, Euro , $23.0K , $3890.00M , $1050.00B ,$1400.00B, $1380.00B 
 France ,2002,1.063USD,613.7M, Euro , $24.6K , $4110.00M , $1150.00B ,$1510.00B, $1490.00B 
 France ,2003,0.886USD,617.4M, Euro , $30.2K , $4810.00M , $1420.00B ,$1860.00B, $1840.00B 
 France ,2004,0.805USD,621.3M, Euro , $34.5K , $5600.00M , $1630.00B ,$2150.00B, $2120.00B 
 France ,2005,0.804USD,625.4M, Euro , $35.7K , $5940.00M , $1700.00B ,$2230.00B, $2200.00B 
 France ,2006,0.797USD,629.6M, Euro , $37.6K , $6480.00M , $1790.00B ,$2360.00B, $2320.00B 
 France ,2007,0.731USD,634.0M, Euro , $42.7K , $7400.00M , $2030.00B ,$2710.00B, $2660.00B 
 France ,2008,0.683USD,638.1M, Euro , $46.7K , $8210.00M , $2250.00B ,$2980.00B, $2920.00B 
 France ,2009,0.720USD,642.0M, Euro , $42.9K , $6680.00M , $2140.00B ,$2750.00B, $2690.00B 
 France ,2010,0.755USD,645.7M, Euro , $41.9K , $7080.00M , $2100.00B ,$2700.00B, $2640.00B 
 France ,2011,0.719USD,649.2M, Euro , $45.3K , $8130.00M , $2250.00B ,$2940.00B, $2860.00B 
 France ,2012,0.778USD,652.3M, Euro , $42.0K , $7840.00M , $2110.00B ,$2740.00B, $2680.00B 
 France ,2013,0.753USD,655.1M, Euro , $43.9K , $8250.00M , $2210.00B ,$2870.00B, $2810.00B 
 France ,2014,0.754USD,657.8M, Euro , $44.3K , $8460.00M , $2240.00B ,$2910.00B, $2850.00B 
 France ,2015,0.902USD,660.2M, Euro , $37.7K , $7460.00M , $1900.00B ,$2490.00B, $2440.00B 
 France ,2016,0.904USD,662.2M, Euro , $38.1K , $7480.00M , $1930.00B ,$2520.00B, $2470.00B 
 France ,2017,0.885USD,663.9M, Euro , $40.0K , $8030.00M , $2010.00B ,$2650.00B, $2600.00B 
 France ,2018,0.847USD,665.5M, Euro , $42.9K , $8850.00M , $2150.00B ,$2860.00B, $2790.00B 
 France ,2019,0.893USD,667.0M, Euro , $41.8K , $8620.00M , $2090.00B ,$2790.00B, $2730.00B 
 France ,2020,0.876USD,668.0M, Euro , $40.1K , $7240.00M , $2060.00B ,$2680.00B, $2640.00B 
 France ,2021,0.845USD,668.8M, Euro , $45.5K , $8710.00M , $2280.00B ,$3050.00B, $2960.00B 
 French Polynesia ,1970,100.985USD,1.2M, CFP Franc , $2.2K , $.77M , $.25B ,$.26B, $.26B 
 French Polynesia ,1971,100.689USD,1.2M, CFP Franc , $2.5K , $.83M , $.29B ,$.31B, $.31B 
 French Polynesia ,1972,91.646USD,1.3M, CFP Franc , $2.7K , $.82M , $.32B ,$.34B, $.34B 
 French Polynesia ,1973,81.050USD,1.3M, CFP Franc , $3.4K , $1.10M , $.41B ,$.45B, $.45B 
 French Polynesia ,1974,87.529USD,1.4M, CFP Franc , $4.2K , $1.00M , $.46B ,$.57B, $.57B 
 French Polynesia ,1975,77.932USD,1.4M, CFP Franc , $5.1K , $1.84M , $.58B ,$.71B, $.71B 
 French Polynesia ,1976,86.891USD,1.4M, CFP Franc , $5.6K , $1.08M , $.71B ,$.81B, $.81B 
 French Polynesia ,1977,89.338USD,1.5M, CFP Franc , $5.8K , $1.13M , $.75B ,$.87B, $.87B 
 French Polynesia ,1978,82.056USD,1.5M, CFP Franc , $7.2K , $1.69M , $.91B ,$1.10B, $1.10B 
 French Polynesia ,1979,77.353USD,1.6M, CFP Franc , $8.6K , $2.22M , $1.11B ,$1.37B, $1.37B 
 French Polynesia ,1980,76.829USD,1.6M, CFP Franc , $9.5K , $2.46M , $1.29B ,$1.56B, $1.56B 
 French Polynesia ,1981,98.811USD,1.7M, CFP Franc , $8.6K , $2.58M , $1.22B ,$1.46B, $1.46B 
 French Polynesia ,1982,119.493USD,1.7M, CFP Franc , $8.4K , $2.74M , $1.20B ,$1.46B, $1.46B 
 French Polynesia ,1983,138.569USD,1.8M, CFP Franc , $8.5K , $2.82M , $1.25B ,$1.52B, $1.52B 
 French Polynesia ,1984,158.893USD,1.8M, CFP Franc , $8.6K , $2.55M , $1.24B ,$1.57B, $1.57B 
 French Polynesia ,1985,163.368USD,1.9M, CFP Franc , $9.1K , $3.37M , $1.21B ,$1.72B, $1.72B 
 French Polynesia ,1986,125.929USD,1.9M, CFP Franc , $13.6K , $4.75M , $1.82B ,$2.62B, $2.62B 
 French Polynesia ,1987,109.285USD,2.0M, CFP Franc , $14.7K , $6.12M , $2.31B ,$2.90B, $2.90B 
 French Polynesia ,1988,108.308USD,2.0M, CFP Franc , $14.6K , $5.78M , $2.29B ,$2.94B, $2.94B 
 French Polynesia ,1989,116.002USD,2.1M, CFP Franc , $14.3K , $5.86M , $2.22B ,$2.96B, $2.96B 
 French Polynesia ,1990,99.005USD,2.1M, CFP Franc , $16.9K , $6.29M , $2.87B ,$3.57B, $3.57B 
 French Polynesia ,1991,102.584USD,2.2M, CFP Franc , $17.1K , $6.11M , $3.01B ,$3.68B, $3.68B 
 French Polynesia ,1992,96.251USD,2.2M, CFP Franc , $18.2K , $6.18M , $3.22B ,$3.99B, $3.99B 
 French Polynesia ,1993,102.968USD,2.2M, CFP Franc , $17.0K , $7.50M , $2.96B ,$3.80B, $3.80B 
 French Polynesia ,1994,100.946USD,2.3M, CFP Franc , $17.2K , $9.74M , $3.01B ,$3.92B, $3.92B 
 French Polynesia ,1995,90.754USD,2.3M, CFP Franc , $19.1K , $9.85M , $3.39B ,$4.42B, $4.42B 
 French Polynesia ,1996,93.009USD,2.4M, CFP Franc , $18.1K , $10.71M , $3.37B ,$4.26B, $4.26B 
 French Polynesia ,1997,106.122USD,2.4M, CFP Franc , $17.0K , $10.27M , $3.18B ,$4.07B, $4.07B 
